SENT_ID,SENT_CONTENT,PHEN_ID,PHEN,WIKI_SUMMARY,WIKI_URL,WIKI_SEARCH_CONTENT
12, Fresh sanctions on Russian refined products set to start Feb,122,sanctions on,,https://en.wikipedia.org/wiki/International_sanctions_during_the_Venezuelan_crisis,International sanctions during the Venezuelan crisis
12, Fresh sanctions on Russian refined products set to start Feb,122,sanctions on,,https://en.wikipedia.org/wiki/International_sanctions_during_the_Russo-Ukrainian_War,International sanctions during the Russo-Ukrainian War
12, Fresh sanctions on Russian refined products set to start Feb,122,sanctions on,,https://en.wikipedia.org/wiki/India_sanctions,India sanctions
12, Fresh sanctions on Russian refined products set to start Feb,122,sanctions on,,https://en.wikipedia.org/wiki/Sanctions_(law),Sanctions (law)
12, Fresh sanctions on Russian refined products set to start Feb,122,sanctions on,,https://en.wikipedia.org/wiki/Sanctions_involving_Russia,Sanctions involving Russia
12, Fresh sanctions on Russian refined products set to start Feb,122,sanctions on,,https://en.wikipedia.org/wiki/Sanctions_against_Iran,Sanctions against Iran
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Final_good,Final good
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Minimum_viable_product,Minimum viable product
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Edible_oil_refining,Edible oil refining
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Naphtha,Naphtha
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Natural_number,Natural number
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Olive_pomace_oil,Olive pomace oil
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Flour,Flour
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Matrix_multiplication,Matrix multiplication
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Wipro,Wipro
12, Fresh sanctions on Russian refined products set to start Feb,124,refined products set,,https://en.wikipedia.org/wiki/Sucrose,Sucrose
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/Climate_change,Climate change
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/Globalization,Globalization
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/2021–2023_global_supply_chain_crisis,2021–2023 global supply chain crisis
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/Environmental_degradation,Environmental degradation
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/2021–2023_global_energy_crisis,2021–2023 global energy crisis
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/Global_catastrophic_risk,Global catastrophic risk
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/2022–2023_food_crises,2022–2023 food crises
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/Cyclone_Freddy,Cyclone Freddy
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/2020–present_global_chip_shortage,2020–present global chip shortage
13, 5 threaten to further affect global supplies,130,further affect global supplies,,https://en.wikipedia.org/wiki/Scientific_consensus_on_climate_change,Scientific consensus on climate change
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Kenny_Rogers,Kenny Rogers
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Allen_Stone,Allen Stone
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Bob_Seger,Bob Seger
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/1936_North_American_heat_wave,1936 North American heat wave
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Sleeper_hit,Sleeper hit
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Avatar:_The_Last_Airbender,Avatar: The Last Airbender
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Shawn_Mullins,Shawn Mullins
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/List_of_The_Last_of_Us_characters,List of The Last of Us characters
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/The_Last_of_Us_(TV_series),The Last of Us (TV series)
14,"Even with the recent run-up, jet-fuel prices have yet to hit last years highs",138,hit last years highs,,https://en.wikipedia.org/wiki/Mike_Stud,Mike Stud
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Jet_fuel,Jet fuel
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Jet_pack,Jet pack
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Aviation_biofuel,Aviation biofuel
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Fuel_tax,Fuel tax
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,"An airbreathing jet engine (or ducted jet engine) is a jet engine that ejects a propelling (reaction) jet of hot exhaust gases after first taking in atmospheric air, followed by compression, heating and expansion back to atmospheric pressure through a nozzle. Alternatively the reaction jet may include a cold jet of ducted bypass air which has been compressed by a fan before returning to atmospheric pressure through an additional nozzle.",https://en.wikipedia.org/wiki/Airbreathing_jet_engine,Airbreathing jet engine
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Four-engined_jet_aircraft,Four-engined jet aircraft
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/2000s_commodities_boom,2000s commodities boom
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,"Fossil fuel subsidies are energy subsidies on fossil fuels. They may be tax breaks on consumption, such as a lower sales tax on natural gas for residential heating; or subsidies on production, such as  tax breaks on exploration for oil.",https://en.wikipedia.org/wiki/Fossil_fuel_subsidies,Fossil fuel subsidies
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Synthetic_fuel,Synthetic fuel
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",142,jet fuels price,,https://en.wikipedia.org/wiki/Fuel_hedging,Fuel hedging
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Buyer's_premium,Buyer's premium
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Premium-rate_telephone_number,Premium-rate telephone number
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Premium,Premium
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Freemium,Freemium
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Value-added_service,Value-added service
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Single_supplement,Single supplement
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/T-Mobile_US,T-Mobile US
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Price_premium,Price premium
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Insurance_Premium_Tax_(United_Kingdom),Insurance Premium Tax (United Kingdom)
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",153,premium charged by,,https://en.wikipedia.org/wiki/Credibility_theory,Credibility theory
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Distributor,Distributor
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Aerial_Distributors_Distributor_Wing,Aerial Distributors Distributor Wing
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Brewers'_Distributor,Brewers' Distributor
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/List_of_film_distributors_by_country,List of film distributors by country
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Aerial_Distributors,Aerial Distributors
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Film_distributor,Film distributor
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/American_Tire_Distributors,American Tire Distributors
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Foodservice_distributor,Foodservice distributor
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Quality_Distributors,Quality Distributors
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",156,distributors,,https://en.wikipedia.org/wiki/Defense_Distributed,Defense Distributed
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",158,crudeoil prices,,https://en.wikipedia.org/wiki/API_gravity,API gravity
15," That is because jet fuels price is the sum of the cost of the crude oil needed to make it and a premium charged by its makers and distributors, and crude-oil prices are down about 37prca since last June",158,crudeoil prices,,https://en.wikipedia.org/wiki/Enbridge_Pipeline_System,Enbridge Pipeline System
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Kia_Seltos,Kia Seltos
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Game_Boy_Advance_SP,Game Boy Advance SP
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Global_Insight,Global Insight
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,Global Thunder is an annual U.S. nuclear strategic command and control exercise that is designed to train U.S. Strategic Command forces and assess joint operational readiness.  This large-scale training exercise has a primary focus on nuclear readiness and creating conditions for strategic deterrence against a variety of threats.,https://en.wikipedia.org/wiki/Global_Thunder,Global Thunder
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Global_Positioning_System,Global Positioning System
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Gulfstream_G550,Gulfstream G550
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Guinea,Guinea
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Capelobo,Capelobo
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,https://en.wikipedia.org/wiki/Boss_SP-303,Boss SP-303
16, The S&P Global index is now at roughly dlra3dtta10 a gallon,161,The SP Global ,,"https://en.wikipedia.org/wiki/Environmental,_social,_and_corporate_governance","Environmental, social, and corporate governance"
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Aviation_fuel,Aviation fuel
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/WestJet,WestJet
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Liquid_fuel,Liquid fuel
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Nozzle,Nozzle
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/JetBlue,JetBlue
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Bombardier_CRJ700_series,Bombardier CRJ700 series
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Fuel_hedging,Fuel hedging
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Gasoline,Gasoline
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/Cetane_number,Cetane number
17,It is jet fuels premium to crude and other products that has surged recently,169,jet fuels premium,,https://en.wikipedia.org/wiki/United_Airlines,United Airlines
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/2021–2023_inflation_surge,2021–2023 inflation surge
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,"Phillip Boa and the Voodooclub is a German avant-garde pop and independent music band, led by the songwriter, singer and guitarist Phillip Boa.


== History ==
Phillip Boa and the Voodooclub was formed by Phillip Boa in 1985.",https://en.wikipedia.org/wiki/Phillip_Boa_and_the_Voodooclub,Phillip Boa and the Voodooclub
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/Indonesia,Indonesia
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/Basketball,Basketball
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/It_Ends_with_Us,It Ends with Us
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/Heart_of_Midlothian_F.C.,Heart of Midlothian F.C.
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,"Space is a three-dimensional continuum containing positions and directions. In classical physics, physical space is often conceived in three linear dimensions.",https://en.wikipedia.org/wiki/SpaceX,SpaceX
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/Serbia,Serbia
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/Narendra_Modi,Narendra Modi
17,It is jet fuels premium to crude and other products that has surged recently,177,surged recently,,https://en.wikipedia.org/wiki/Twitter,Twitter
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_Coast_of_the_United_States,Gulf Coast of the United States
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Mississippi_Gulf_Coast,Mississippi Gulf Coast
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_Coast_Riptide,Gulf Coast Riptide
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_Coast_Athletic_Conference,Gulf Coast Athletic Conference
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_Stream,Gulf Stream
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Florida_Gulf_Coast_University,Florida Gulf Coast University
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_of_Mannar,Gulf of Mannar
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Alabama_and_Gulf_Coast_Railway,Alabama and Gulf Coast Railway
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_of_Guinea,Gulf of Guinea
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",178,Although Gulf Coast ,,https://en.wikipedia.org/wiki/Gulf_Intracoastal_Waterway,Gulf Intracoastal Waterway
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Fighter_aircraft,Fighter aircraft
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/List_of_Cowboy_Bebop_characters,List of Cowboy Bebop characters
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Drain_cleaner,Drain cleaner
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Hedge_(finance),Hedge (finance)
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Tank_locomotive,Tank locomotive
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Fan_(machine),Fan (machine)
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,"Vegetable oils, or vegetable fats, are oils extracted from seeds or from other parts of fruits. Like animal fats, vegetable fats are mixtures of triglycerides.",https://en.wikipedia.org/wiki/Vegetable_oil,Vegetable oil
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Nuclear_thermal_rocket,Nuclear thermal rocket
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Metrication_in_Canada,Metrication in Canada
18," Although Gulf Coast jet fuel typically trades at a slight discount to diesel, in January it appreciated to a premium of 38 cents a gallon, the biggest spread since 2008",179,jet fuel typically trades at,,https://en.wikipedia.org/wiki/Financial_services,Financial services
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Fare,Fare
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Airfare,Airfare
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Price_floor,Price floor
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Transparent_Airfares_Act_of_2014,Transparent Airfares Act of 2014
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Economy_class,Economy class
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Low-cost_carrier,Low-cost carrier
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Mobile_Regional_Airport,Mobile Regional Airport
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Steve_Huffman,Steve Huffman
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Queensland,Queensland
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,194,Airfares ,,https://en.wikipedia.org/wiki/Puerto_Rico,Puerto Rico
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/Sharp,Sharp
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/Look_Sharp!_(Roxette_album),Look Sharp! (Roxette album)
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/The_Used_(album),The Used (album)
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,"Evan Sharp (born 1982) is an American billionaire Internet entrepreneur. He is the co-founder and chief design and creative officer of Pinterest, a visual discovery engine.",https://en.wikipedia.org/wiki/Evan_Sharp,Evan Sharp
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/C-sharp,C-sharp
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,"https://en.wikipedia.org/wiki/Fix_Up,_Look_Sharp","Fix Up, Look Sharp"
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/Sharp_(music),Sharp (music)
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,"Sharps rifles are a series of large-bore, single-shot, falling-block, breech-loading rifles, beginning with a design by Christian Sharps in 1848 and ceasing production in 1881. They were renowned for long-range accuracy.",https://en.wikipedia.org/wiki/Sharps_rifle,Sharps rifle
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/Keesha_Sharp,Keesha Sharp
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,196,up sharply from,,https://en.wikipedia.org/wiki/Sharpness_(disambiguation),Sharpness (disambiguation)
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Software-defined_radio,Software-defined radio
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/C++,C++
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/URL,URL
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Parts-per_notation,Parts-per notation
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Disarming_Act_1715,Disarming Act 1715
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Defined_benefit_pension_plan,Defined benefit pension plan
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Div_and_span,Div and span
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/History_of_linguistics,History of linguistics
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Integration_by_parts,Integration by parts
19,Airfares are up sharply from the pandemic-depressed prices that defined parts of 2020 and 2021,201,defined parts,,https://en.wikipedia.org/wiki/Software-defined_infrastructure,Software-defined infrastructure
20," Higher fuel prices boosted airfares last year, and so did worker shortages, higher labor costs and strong demand from consumers eager to splurge on big vacations",206,fuel prices boosted airfares last year,,https://en.wikipedia.org/wiki/Airline,Airline
20," Higher fuel prices boosted airfares last year, and so did worker shortages, higher labor costs and strong demand from consumers eager to splurge on big vacations",206,fuel prices boosted airfares last year,,https://en.wikipedia.org/wiki/Economic_impact_of_the_COVID-19_pandemic,Economic impact of the COVID-19 pandemic
20," Higher fuel prices boosted airfares last year, and so did worker shortages, higher labor costs and strong demand from consumers eager to splurge on big vacations",206,fuel prices boosted airfares last year,,https://en.wikipedia.org/wiki/UDAN,UDAN
20," Higher fuel prices boosted airfares last year, and so did worker shortages, higher labor costs and strong demand from consumers eager to splurge on big vacations",206,fuel prices boosted airfares last year,,https://en.wikipedia.org/wiki/Hartsfield–Jackson_Atlanta_International_Airport,Hartsfield–Jackson Atlanta International Airport
